id,lesson_id,stage_id,route_id,title,drill_type,target_skill,skill_category,difficulty,order_index,prerequisites,instructions,coach_cues,expected_mistakes,correction_cues,pass_criteria,fail_criteria,repetition_count,suggested_duration,rest_duration,scoring_logic,mastery_threshold,safety_notes
D064,S2_L05,S2,R4,Line in One Breath 5,phrase_sing,line_shaping,phrasing,medium,4,"[""D063""]",Sing the full phrase in one connected musical line with the planned breath. Use the reference replay if needed.,"[""know where the line is going"", ""save enough air for the ending""]","[""breathing in the wrong place"", ""disconnecting notes"", ""flat phrasing""]","[""plan the breath before starting"", ""connect the vowels"", ""aim the phrase toward one destination note""]",score >= threshold AND phrase_completion_ratio >= 0.85,score < 76 OR low_confidence_cap_triggered,4,3m 30s,35s,"{""weights"": {""accuracy"": 0.25, ""control"": 0.2, ""completion"": 0.2, ""confidence"": 0.1, ""expression"": 0.25}, ""metrics"": [""phrase_completion_ratio"", ""breath_break_count"", ""dynamic_shape_match"", ""mean_abs_cents"", ""consistency_score""], ""pass_rule"": ""score >= threshold AND phrase_completion_ratio >= 0.85""}",76,"[""reset if you run out of air instead of pushing""]"
D065,S2_L05,S2,R4,Hear and Match 5,match_note,single_note_matching,pitch_accuracy,medium,5,"[""D064""]","Listen to the reference, then sing the same pitch and settle in the center. Use the reference replay if needed.","[""listen first, then sing"", ""adjust slowly not suddenly""]","[""guessing the note"", ""overshooting the target"", ""starting too breathy""]","[""listen twice before singing"", ""slide slowly toward the center"", ""use a clean gentle onset""]",score >= threshold AND time_in_good_zone_ms >= 800,score < 76 OR low_confidence_cap_triggered,6,3m 40s,35s,"{""weights"": {""accuracy"": 0.4, ""control"": 0.2, ""completion"": 0.2, ""confidence"": 0.2}, ""metrics"": [""mean_abs_cents"", ""time_in_good_zone_ms"", ""entry_time_ms"", ""overshoot_events"", ""voiced_ratio""], ""pass_rule"": ""score >= threshold AND time_in_good_zone_ms >= 800""}",76,"[""stop if throat feels squeezed"", ""use a comfortable speaking-level volume""]"
D066,S2_L05,S2,R3,Tiny Win Rep 5,confidence_rep,recording_confidence,performance_confidence,medium,6,"[""D065""]",Complete the short rep from start to finish without stopping yourself. Use the reference replay if needed.,"[""finish the rep even if imperfect"", ""treat this as a safe practice try""]","[""stopping early"", ""singing too quietly to be detected"", ""self-interrupting""]","[""commit to the full short rep"", ""use speaking-level clarity"", ""treat it as practice not performance""]",score >= threshold AND abort_flag = false,score < 76 OR low_confidence_cap_triggered,3,3m 50s,35s,"{""weights"": {""completion"": 0.4, ""confidence"": 0.2, ""accuracy"": 0.15, ""control"": 0.15, ""expression"": 0.1}, ""metrics"": [""completion_ratio"", ""abort_flag"", ""voiced_ratio"", ""mean_abs_cents"", ""self_interrupt_count""], ""pass_rule"": ""score >= threshold AND abort_flag = false""}",76,"[""keep volume comfortable"", ""pause if anxiety spikes""]"
D067,S2_L06,S2,R2,Echo and Shape 6,melody_echo,note_sequence_memory,melody_recall,easy,1,[],"Listen to the short pattern once or twice, then echo it back in order. Use the reference replay if needed.","[""follow the contour"", ""wait for the start cue""]","[""wrong note order"", ""flat contour"", ""starting before the reference ends""]","[""sing the contour first"", ""break the pattern into chunks"", ""wait for the cue then begin""]",score >= threshold AND contour_correct_ratio >= 0.7,score < 76 OR low_confidence_cap_triggered,5,3m 0s,35s,"{""weights"": {""accuracy"": 0.2, ""contour"": 0.3, ""control"": 0.15, ""completion"": 0.2, ""confidence"": 0.15}, ""metrics"": [""contour_correct_ratio"", ""interval_error_semitones_mean"", ""note_accuracy_mean"", ""rhythm_onset_error_ms"", ""completion_ratio""], ""pass_rule"": ""score >= threshold AND contour_correct_ratio >= 0.7""}",76,"[""stay in speech-like volume on first tries""]"
D068,S2_L06,S2,R1,Phrase Flow 6,phrase_sing,line_shaping,phrasing,medium,2,"[""D067""]",Sing the full phrase in one connected musical line with the planned breath. Use the reference replay if needed.,"[""know where the line is going"", ""save enough air for the ending""]","[""breathing in the wrong place"", ""disconnecting notes"", ""flat phrasing""]","[""plan the breath before starting"", ""connect the vowels"", ""aim the phrase toward one destination note""]",score >= threshold AND phrase_completion_ratio >= 0.85,score < 76 OR low_confidence_cap_triggered,5,3m 10s,35s,"{""weights"": {""accuracy"": 0.25, ""control"": 0.2, ""completion"": 0.2, ""confidence"": 0.1, ""expression"": 0.25}, ""metrics"": [""phrase_completion_ratio"", ""breath_break_count"", ""dynamic_shape_match"", ""mean_abs_cents"", ""consistency_score""], ""pass_rule"": ""score >= threshold AND phrase_completion_ratio >= 0.85""}",76,"[""reset if you run out of air instead of pushing""]"
D069,S2_L06,S2,R2,Center the Pitch 6,match_note,single_note_matching,pitch_accuracy,medium,3,"[""D068""]","Listen to the reference, then sing the same pitch and settle in the center. Use the reference replay if needed.","[""listen first, then sing"", ""adjust slowly not suddenly""]","[""guessing the note"", ""overshooting the target"", ""starting too breathy""]","[""listen twice before singing"", ""slide slowly toward the center"", ""use a clean gentle onset""]",score >= threshold AND time_in_good_zone_ms >= 800,score < 76 OR low_confidence_cap_triggered,4,3m 20s,35s,"{""weights"": {""accuracy"": 0.4, ""control"": 0.2, ""completion"": 0.2, ""confidence"": 0.2}, ""metrics"": [""mean_abs_cents"", ""time_in_good_zone_ms"", ""entry_time_ms"", ""overshoot_events"", ""voiced_ratio""], ""pass_rule"": ""score >= threshold AND time_in_good_zone_ms >= 800""}",76,"[""stop if throat feels squeezed"", ""use a comfortable speaking-level volume""]"
D070,S2_L06,S2,R4,Safe Short Run 6,confidence_rep,recording_confidence,performance_confidence,medium,4,"[""D069""]",Complete the short rep from start to finish without stopping yourself. Use the reference replay if needed.,"[""finish the rep even if imperfect"", ""treat this as a safe practice try""]","[""stopping early"", ""singing too quietly to be detected"", ""self-interrupting""]","[""commit to the full short rep"", ""use speaking-level clarity"", ""treat it as practice not performance""]",score >= threshold AND abort_flag = false,score < 76 OR low_confidence_cap_triggered,4,3m 30s,35s,"{""weights"": {""completion"": 0.4, ""confidence"": 0.2, ""accuracy"": 0.15, ""control"": 0.15, ""expression"": 0.1}, ""metrics"": [""completion_ratio"", ""abort_flag"", ""voiced_ratio"", ""mean_abs_cents"", ""self_interrupt_count""], ""pass_rule"": ""score >= threshold AND abort_flag = false""}",76,"[""keep volume comfortable"", ""pause if anxiety spikes""]"
D071,S2_L06,S2,R4,Interval Echo 6,interval_jump,mixed_interval_recall,interval_accuracy,medium,5,"[""D070""]","Hear both notes, then sing the jump cleanly without sliding unless told. Use the reference replay if needed.","[""hear both notes in your head"", ""keep the jump light""]","[""wrong direction"", ""undershooting the jump"", ""forgetting the first note center""]","[""hear both notes before singing"", ""anchor the first pitch"", ""keep the jump light not forced""]",score >= threshold AND interval_size_error_semitones <= 1,score < 76 OR low_confidence_cap_triggered,6,3m 40s,35s,"{""weights"": {""accuracy"": 0.35, ""control"": 0.25, ""completion"": 0.2, ""confidence"": 0.2}, ""metrics"": [""note1_abs_cents"", ""note2_abs_cents"", ""interval_size_error_semitones"", ""correct_direction"", ""stability_stddev_cents_note2""], ""pass_rule"": ""score >= threshold AND interval_size_error_semitones <= 1""}",76,"[""reduce range if the leap feels strained""]"
D072,S2_L06,S2,R3,Support the Note 6,sustain_hold,sustain_control,pitch_stability,medium,6,"[""D071""]",Sing the target note and keep it steady for the full hold. Use the reference replay if needed.,"[""steady airflow"", ""keep the sound calm and centered""]","[""pitch drift"", ""running out of air early"", ""jaw tension""]","[""steady your airflow"", ""release the jaw and tongue"", ""aim for a smaller steadier sound""]",score >= threshold AND held_duration_ms >= target_hold_ms * 0.8; target_hold_ms = 4000,score < 76 OR low_confidence_cap_triggered,3,3m 50s,35s,"{""weights"": {""accuracy"": 0.25, ""control"": 0.35, ""completion"": 0.25, ""confidence"": 0.15}, ""metrics"": [""mean_abs_cents"", ""stability_stddev_cents"", ""held_duration_ms"", ""time_in_good_zone_ms"", ""voiced_ratio""], ""pass_rule"": ""score >= threshold AND held_duration_ms >= target_hold_ms * 0.8""}",76,"[""do not force extra seconds"", ""rest if you feel breathless""]"
D073,S3_L01,S3,R4,Pure Vowel 1,vowel_shape,vowel_consistency,tone_quality,medium,1,[],"Keep the target vowel consistent as you sing the pattern. Aim for a musical, not mechanical, result.","[""protect the vowel identity"", ""let resonance move, not the vowel""]","[""vowel spreading"", ""tone going dull on higher note"", ""mouth shape changing too much""]","[""keep the vowel pure"", ""let resonance adjust not the vowel identity"", ""use a mirror cue if needed""]",score >= threshold AND vowel_consistency_score >= 0.75,score < 80 OR low_confidence_cap_triggered,4,3m 30s,40s,"{""weights"": {""accuracy"": 0.2, ""control"": 0.3, ""completion"": 0.2, ""confidence"": 0.1, ""expression"": 0.2}, ""metrics"": [""vowel_consistency_score"", ""formant_stability_proxy"", ""mean_abs_cents"", ""legato_score"", ""completion_ratio""], ""pass_rule"": ""score >= threshold AND vowel_consistency_score >= 0.75""}",80,"[""keep the tongue relaxed"", ""avoid exaggerated mouth movement""]"
D074,S3_L01,S3,R4,Center the Pitch 1,match_note,single_note_matching,pitch_accuracy,medium,2,"[""D073""]","Listen to the reference, then sing the same pitch and settle in the center. Aim for a musical, not mechanical, result.","[""listen first, then sing"", ""adjust slowly not suddenly""]","[""guessing the note"", ""overshooting the target"", ""starting too breathy""]","[""listen twice before singing"", ""slide slowly toward the center"", ""use a clean gentle onset""]",score >= threshold AND time_in_good_zone_ms >= 800,score < 80 OR low_confidence_cap_triggered,6,3m 40s,40s,"{""weights"": {""accuracy"": 0.4, ""control"": 0.2, ""completion"": 0.2, ""confidence"": 0.2}, ""metrics"": [""mean_abs_cents"", ""time_in_good_zone_ms"", ""entry_time_ms"", ""overshoot_events"", ""voiced_ratio""], ""pass_rule"": ""score >= threshold AND time_in_good_zone_ms >= 800""}",80,"[""stop if throat feels squeezed"", ""use a comfortable speaking-level volume""]"
D075,S3_L01,S3,R4,Connect the Phrase 1,phrase_sing,line_shaping,phrasing,medium,3,"[""D074""]","Sing the full phrase in one connected musical line with the planned breath. Aim for a musical, not mechanical, result.","[""know where the line is going"", ""save enough air for the ending""]","[""breathing in the wrong place"", ""disconnecting notes"", ""flat phrasing""]","[""plan the breath before starting"", ""connect the vowels"", ""aim the phrase toward one destination note""]",score >= threshold AND phrase_completion_ratio >= 0.85,score < 80 OR low_confidence_cap_triggered,3,3m 50s,40s,"{""weights"": {""accuracy"": 0.25, ""control"": 0.2, ""completion"": 0.2, ""confidence"": 0.1, ""expression"": 0.25}, ""metrics"": [""phrase_completion_ratio"", ""breath_break_count"", ""dynamic_shape_match"", ""mean_abs_cents"", ""consistency_score""], ""pass_rule"": ""score >= threshold AND phrase_completion_ratio >= 0.85""}",80,"[""reset if you run out of air instead of pushing""]"
D076,S3_L01,S3,R4,Controlled Crescendo 1,dynamic_control,crescendo_diminuendo,dynamics,hard,4,"[""D075""]","Follow the on-screen volume curve while keeping pitch stable. Aim for a musical, not mechanical, result.","[""shape with breath, not force"", ""keep the vowel stable""]","[""getting louder by shouting"", ""losing pitch while soft"", ""uneven volume curve""]","[""grow through breath not throat force"", ""keep the mouth shape stable"", ""think smooth arc not sudden jump""]",score >= threshold AND dynamic_curve_smoothness >= 0.7,score < 80 OR low_confidence_cap_triggered,4,4m 0s,40s,"{""weights"": {""accuracy"": 0.2, ""control"": 0.35, ""completion"": 0.2, ""confidence"": 0.1, ""expression"": 0.15}, ""metrics"": [""dynamic_curve_smoothness"", ""dynamic_range_match"", ""mean_abs_cents"", ""voiced_ratio"", ""completion_ratio""], ""pass_rule"": ""score >= threshold AND dynamic_curve_smoothness >= 0.7""}",80,"[""avoid belting at practice volume"", ""back off if throat pressure rises""]"
D077,S3_L01,S3,R5,Finish the Rep 1,confidence_rep,recording_confidence,performance_confidence,hard,5,"[""D076""]","Complete the short rep from start to finish without stopping yourself. Aim for a musical, not mechanical, result.","[""finish the rep even if imperfect"", ""treat this as a safe practice try""]","[""stopping early"", ""singing too quietly to be detected"", ""self-interrupting""]","[""commit to the full short rep"", ""use speaking-level clarity"", ""treat it as practice not performance""]",score >= threshold AND abort_flag = false,score < 80 OR low_confidence_cap_triggered,5,4m 10s,40s,"{""weights"": {""completion"": 0.4, ""confidence"": 0.2, ""accuracy"": 0.15, ""control"": 0.15, ""expression"": 0.1}, ""metrics"": [""completion_ratio"", ""abort_flag"", ""voiced_ratio"", ""mean_abs_cents"", ""self_interrupt_count""], ""pass_rule"": ""score >= threshold AND abort_flag = false""}",80,"[""keep volume comfortable"", ""pause if anxiety spikes""]"
D078,S3_L01,S3,R5,Calm Sustain 1,sustain_hold,sustain_control,pitch_stability,hard,6,"[""D077""]","Sing the target note and keep it steady for the full hold. Aim for a musical, not mechanical, result.","[""steady airflow"", ""keep the sound calm and centered""]","[""pitch drift"", ""running out of air early"", ""jaw tension""]","[""steady your airflow"", ""release the jaw and tongue"", ""aim for a smaller steadier sound""]",score >= threshold AND held_duration_ms >= target_hold_ms * 0.8; target_hold_ms = 4500,score < 80 OR low_confidence_cap_triggered,3,4m 20s,40s,"{""weights"": {""accuracy"": 0.25, ""control"": 0.35, ""completion"": 0.25, ""confidence"": 0.15}, ""metrics"": [""mean_abs_cents"", ""stability_stddev_cents"", ""held_duration_ms"", ""time_in_good_zone_ms"", ""voiced_ratio""], ""pass_rule"": ""score >= threshold AND held_duration_ms >= target_hold_ms * 0.8""}",80,"[""do not force extra seconds"", ""rest if you feel breathless""]"
D079,S3_L02,S3,R4,Keep the Vowel 2,vowel_shape,vowel_consistency,tone_quality,medium,1,[],"Keep the target vowel consistent as you sing the pattern. Aim for a musical, not mechanical, result.","[""protect the vowel identity"", ""let resonance move, not the vowel""]","[""vowel spreading"", ""tone going dull on higher note"", ""mouth shape changing too much""]","[""keep the vowel pure"", ""let resonance adjust not the vowel identity"", ""use a mirror cue if needed""]",score >= threshold AND vowel_consistency_score >= 0.75,score < 80 OR low_confidence_cap_triggered,4,3m 30s,40s,"{""weights"": {""accuracy"": 0.2, ""control"": 0.3, ""completion"": 0.2, ""confidence"": 0.1, ""expression"": 0.2}, ""metrics"": [""vowel_consistency_score"", ""formant_stability_proxy"", ""mean_abs_cents"", ""legato_score"", ""completion_ratio""], ""pass_rule"": ""score >= threshold AND vowel_consistency_score >= 0.75""}",80,"[""keep the tongue relaxed"", ""avoid exaggerated mouth movement""]"
D080,S3_L02,S3,R4,Connect the Phrase 2,phrase_sing,line_shaping,phrasing,medium,2,"[""D079""]","Sing the full phrase in one connected musical line with the planned breath. Aim for a musical, not mechanical, result.","[""know where the line is going"", ""save enough air for the ending""]","[""breathing in the wrong place"", ""disconnecting notes"", ""flat phrasing""]","[""plan the breath before starting"", ""connect the vowels"", ""aim the phrase toward one destination note""]",score >= threshold AND phrase_completion_ratio >= 0.85,score < 80 OR low_confidence_cap_triggered,5,3m 40s,40s,"{""weights"": {""accuracy"": 0.25, ""control"": 0.2, ""completion"": 0.2, ""confidence"": 0.1, ""expression"": 0.25}, ""metrics"": [""phrase_completion_ratio"", ""breath_break_count"", ""dynamic_shape_match"", ""mean_abs_cents"", ""consistency_score""], ""pass_rule"": ""score >= threshold AND phrase_completion_ratio >= 0.85""}",80,"[""reset if you run out of air instead of pushing""]"
D081,S3_L02,S3,R4,Settle on the Note 2,match_note,single_note_matching,pitch_accuracy,medium,3,"[""D080""]","Listen to the reference, then sing the same pitch and settle in the center. Aim for a musical, not mechanical, result.","[""listen first, then sing"", ""adjust slowly not suddenly""]","[""guessing the note"", ""overshooting the target"", ""starting too breathy""]","[""listen twice before singing"", ""slide slowly toward the center"", ""use a clean gentle onset""]",score >= threshold AND time_in_good_zone_ms >= 800,score < 80 OR low_confidence_cap_triggered,4,3m 50s,40s,"{""weights"": {""accuracy"": 0.4, ""control"": 0.2, ""completion"": 0.2, ""confidence"": 0.2}, ""metrics"": [""mean_abs_cents"", ""time_in_good_zone_ms"", ""entry_time_ms"", ""overshoot_events"", ""voiced_ratio""], ""pass_rule"": ""score >= threshold AND time_in_good_zone_ms >= 800""}",80,"[""stop if throat feels squeezed"", ""use a comfortable speaking-level volume""]"
D082,S3_L02,S3,R4,Balanced Transition 2,register_bridge,passaggio_smoothing,register_transition,hard,4,"[""D081""]","Move across the register change smoothly and keep the tone connected. Aim for a musical, not mechanical, result.","[""lighten as you rise"", ""do not drag weight upward""]","[""cracking"", ""dragging chest too high"", ""flipping suddenly""]","[""lighten as you rise"", ""keep airflow even across the bridge"", ""allow a narrower vowel if needed""]",score >= threshold AND bridge_crack_events <= 1,score < 81 OR low_confidence_cap_triggered,4,4m 0s,50s,"{""weights"": {""accuracy"": 0.2, ""control"": 0.4, ""completion"": 0.2, ""confidence"": 0.1, ""expression"": 0.1}, ""metrics"": [""bridge_crack_events"", ""bridge_continuity_score"", ""mean_abs_cents"", ""vowel_consistency_score"", ""completion_ratio""], ""pass_rule"": ""score >= threshold AND bridge_crack_events <= 1""}",81,"[""stay away from extreme high notes"", ""use medium volume only""]"
D083,S3_L02,S3,R5,Commit and Complete 2,confidence_rep,recording_confidence,performance_confidence,hard,5,"[""D082""]","Complete the short rep from start to finish without stopping yourself. Aim for a musical, not mechanical, result.","[""finish the rep even if imperfect"", ""treat this as a safe practice try""]","[""stopping early"", ""singing too quietly to be detected"", ""self-interrupting""]","[""commit to the full short rep"", ""use speaking-level clarity"", ""treat it as practice not performance""]",score >= threshold AND abort_flag = false,score < 80 OR low_confidence_cap_triggered,5,4m 10s,40s,"{""weights"": {""completion"": 0.4, ""confidence"": 0.2, ""accuracy"": 0.15, ""control"": 0.15, ""expression"": 0.1}, ""metrics"": [""completion_ratio"", ""abort_flag"", ""voiced_ratio"", ""mean_abs_cents"", ""self_interrupt_count""], ""pass_rule"": ""score >= threshold AND abort_flag = false""}",80,"[""keep volume comfortable"", ""pause if anxiety spikes""]"
D084,S3_L02,S3,R5,Soft to Strong 2,dynamic_control,crescendo_diminuendo,dynamics,hard,6,"[""D083""]","Follow the on-screen volume curve while keeping pitch stable. Aim for a musical, not mechanical, result.","[""shape with breath, not force"", ""keep the vowel stable""]","[""getting louder by shouting"", ""losing pitch while soft"", ""uneven volume curve""]","[""grow through breath not throat force"", ""keep the mouth shape stable"", ""think smooth arc not sudden jump""]",score >= threshold AND dynamic_curve_smoothness >= 0.7,score < 80 OR low_confidence_cap_triggered,3,4m 20s,40s,"{""weights"": {""accuracy"": 0.2, ""control"": 0.35, ""completion"": 0.2, ""confidence"": 0.1, ""expression"": 0.15}, ""metrics"": [""dynamic_curve_smoothness"", ""dynamic_range_match"", ""mean_abs_cents"", ""voiced_ratio"", ""completion_ratio""], ""pass_rule"": ""score >= threshold AND dynamic_curve_smoothness >= 0.7""}",80,"[""avoid belting at practice volume"", ""back off if throat pressure rises""]"
D085,S3_L03,S3,R4,Grow then Release 3,dynamic_control,crescendo_diminuendo,dynamics,medium,1,[],"Follow the on-screen volume curve while keeping pitch stable. Aim for a musical, not mechanical, result.","[""shape with breath, not force"", ""keep the vowel stable""]","[""getting louder by shouting"", ""losing pitch while soft"", ""uneven volume curve""]","[""grow through breath not throat force"", ""keep the mouth shape stable"", ""think smooth arc not sudden jump""]",score >= threshold AND dynamic_curve_smoothness >= 0.7,score < 80 OR low_confidence_cap_triggered,4,3m 30s,40s,"{""weights"": {""accuracy"": 0.2, ""control"": 0.35, ""completion"": 0.2, ""confidence"": 0.1, ""expression"": 0.15}, ""metrics"": [""dynamic_curve_smoothness"", ""dynamic_range_match"", ""mean_abs_cents"", ""voiced_ratio"", ""completion_ratio""], ""pass_rule"": ""score >= threshold AND dynamic_curve_smoothness >= 0.7""}",80,"[""avoid belting at practice volume"", ""back off if throat pressure rises""]"
D086,S3_L03,S3,R4,Controlled Crescendo 3,dynamic_control,crescendo_diminuendo,dynamics,medium,2,"[""D085""]","Follow the on-screen volume curve while keeping pitch stable. Aim for a musical, not mechanical, result.","[""shape with breath, not force"", ""keep the vowel stable""]","[""getting louder by shouting"", ""losing pitch while soft"", ""uneven volume curve""]","[""grow through breath not throat force"", ""keep the mouth shape stable"", ""think smooth arc not sudden jump""]",score >= threshold AND dynamic_curve_smoothness >= 0.7,score < 80 OR low_confidence_cap_triggered,5,3m 40s,40s,"{""weights"": {""accuracy"": 0.2, ""control"": 0.35, ""completion"": 0.2, ""confidence"": 0.1, ""expression"": 0.15}, ""metrics"": [""dynamic_curve_smoothness"", ""dynamic_range_match"", ""mean_abs_cents"", ""voiced_ratio"", ""completion_ratio""], ""pass_rule"": ""score >= threshold AND dynamic_curve_smoothness >= 0.7""}",80,"[""avoid belting at practice volume"", ""back off if throat pressure rises""]"
D087,S3_L03,S3,R4,Support the Note 3,sustain_hold,sustain_control,pitch_stability,medium,3,"[""D086""]","Sing the target note and keep it steady for the full hold. Aim for a musical, not mechanical, result.","[""steady airflow"", ""keep the sound calm and centered""]","[""pitch drift"", ""running out of air early"", ""jaw tension""]","[""steady your airflow"", ""release the jaw and tongue"", ""aim for a smaller steadier sound""]",score >= threshold AND held_duration_ms >= target_hold_ms * 0.8; target_hold_ms = 4000,score < 80 OR low_confidence_cap_triggered,3,3m 50s,40s,"{""weights"": {""accuracy"": 0.25, ""control"": 0.35, ""completion"": 0.25, ""confidence"": 0.15}, ""metrics"": [""mean_abs_cents"", ""stability_stddev_cents"", ""held_duration_ms"", ""time_in_good_zone_ms"", ""voiced_ratio""], ""pass_rule"": ""score >= threshold AND held_duration_ms >= target_hold_ms * 0.8""}",80,"[""do not force extra seconds"", ""rest if you feel breathless""]"
D088,S3_L03,S3,R4,Phrase Arc 3,phrase_sing,line_shaping,phrasing,hard,4,"[""D087""]","Sing the full phrase in one connected musical line with the planned breath. Aim for a musical, not mechanical, result.","[""know where the line is going"", ""save enough air for the ending""]","[""breathing in the wrong place"", ""disconnecting notes"", ""flat phrasing""]","[""plan the breath before starting"", ""connect the vowels"", ""aim the phrase toward one destination note""]",score >= threshold AND phrase_completion_ratio >= 0.85,score < 80 OR low_confidence_cap_triggered,4,4m 0s,40s,"{""weights"": {""accuracy"": 0.25, ""control"": 0.2, ""completion"": 0.2, ""confidence"": 0.1, ""expression"": 0.25}, ""metrics"": [""phrase_completion_ratio"", ""breath_break_count"", ""dynamic_shape_match"", ""mean_abs_cents"", ""consistency_score""], ""pass_rule"": ""score >= threshold AND phrase_completion_ratio >= 0.85""}",80,"[""reset if you run out of air instead of pushing""]"
D089,S3_L03,S3,R5,Low-Pressure Rep 3,confidence_rep,recording_confidence,performance_confidence,hard,5,"[""D088""]","Complete the short rep from start to finish without stopping yourself. Aim for a musical, not mechanical, result.","[""finish the rep even if imperfect"", ""treat this as a safe practice try""]","[""stopping early"", ""singing too quietly to be detected"", ""self-interrupting""]","[""commit to the full short rep"", ""use speaking-level clarity"", ""treat it as practice not performance""]",score >= threshold AND abort_flag = false,score < 80 OR low_confidence_cap_triggered,5,4m 10s,40s,"{""weights"": {""completion"": 0.4, ""confidence"": 0.2, ""accuracy"": 0.15, ""control"": 0.15, ""expression"": 0.1}, ""metrics"": [""completion_ratio"", ""abort_flag"", ""voiced_ratio"", ""mean_abs_cents"", ""self_interrupt_count""], ""pass_rule"": ""score >= threshold AND abort_flag = false""}",80,"[""keep volume comfortable"", ""pause if anxiety spikes""]"
D090,S3_L03,S3,R5,Contour Copy 3,melody_echo,note_sequence_memory,melody_recall,hard,6,"[""D089""]","Listen to the short pattern once or twice, then echo it back in order. Aim for a musical, not mechanical, result.","[""follow the contour"", ""wait for the start cue""]","[""wrong note order"", ""flat contour"", ""starting before the reference ends""]","[""sing the contour first"", ""break the pattern into chunks"", ""wait for the cue then begin""]",score >= threshold AND contour_correct_ratio >= 0.7,score < 80 OR low_confidence_cap_triggered,4,4m 20s,40s,"{""weights"": {""accuracy"": 0.2, ""contour"": 0.3, ""control"": 0.15, ""completion"": 0.2, ""confidence"": 0.15}, ""metrics"": [""contour_correct_ratio"", ""interval_error_semitones_mean"", ""note_accuracy_mean"", ""rhythm_onset_error_ms"", ""completion_ratio""], ""pass_rule"": ""score >= threshold AND contour_correct_ratio >= 0.7""}",80,"[""stay in speech-like volume on first tries""]"
D091,S3_L04,S3,R4,Shape the Line 4,phrase_sing,line_shaping,phrasing,medium,1,[],"Sing the full phrase in one connected musical line with the planned breath. Aim for a musical, not mechanical, result.","[""know where the line is going"", ""save enough air for the ending""]","[""breathing in the wrong place"", ""disconnecting notes"", ""flat phrasing""]","[""plan the breath before starting"", ""connect the vowels"", ""aim the phrase toward one destination note""]",score >= threshold AND phrase_completion_ratio >= 0.85,score < 80 OR low_confidence_cap_triggered,4,3m 30s,40s,"{""weights"": {""accuracy"": 0.25, ""control"": 0.2, ""completion"": 0.2, ""confidence"": 0.1, ""expression"": 0.25}, ""metrics"": [""phrase_completion_ratio"", ""breath_break_count"", ""dynamic_shape_match"", ""mean_abs_cents"", ""consistency_score""], ""pass_rule"": ""score >= threshold AND phrase_completion_ratio >= 0.85""}",80,"[""reset if you run out of air instead of pushing""]"
D092,S3_L04,S3,R4,Breath to Phrase 4,phrase_sing,line_shaping,phrasing,medium,2,"[""D091""]","Sing the full phrase in one connected musical line with the planned breath. Aim for a musical, not mechanical, result.","[""know where the line is going"", ""save enough air for the ending""]","[""breathing in the wrong place"", ""disconnecting notes"", ""flat phrasing""]","[""plan the breath before starting"", ""connect the vowels"", ""aim the phrase toward one destination note""]",score >= threshold AND phrase_completion_ratio >= 0.85,score < 80 OR low_confidence_cap_triggered,5,3m 40s,40s,"{""weights"": {""accuracy"": 0.25, ""control"": 0.2, ""completion"": 0.2, ""confidence"": 0.1, ""expression"": 0.25}, ""metrics"": [""phrase_completion_ratio"", ""breath_break_count"", ""dynamic_shape_match"", ""mean_abs_cents"", ""consistency_score""], ""pass_rule"": ""score >= threshold AND phrase_completion_ratio >= 0.85""}",80,"[""reset if you run out of air instead of pushing""]"
D093,S3_L04,S3,R4,Shape and Ring 4,vowel_shape,vowel_consistency,tone_quality,medium,3,"[""D092""]","Keep the target vowel consistent as you sing the pattern. Aim for a musical, not mechanical, result.","[""protect the vowel identity"", ""let resonance move, not the vowel""]","[""vowel spreading"", ""tone going dull on higher note"", ""mouth shape changing too much""]","[""keep the vowel pure"", ""let resonance adjust not the vowel identity"", ""use a mirror cue if needed""]",score >= threshold AND vowel_consistency_score >= 0.75,score < 80 OR low_confidence_cap_triggered,3,3m 50s,40s,"{""weights"": {""accuracy"": 0.2, ""control"": 0.3, ""completion"": 0.2, ""confidence"": 0.1, ""expression"": 0.2}, ""metrics"": [""vowel_consistency_score"", ""formant_stability_proxy"", ""mean_abs_cents"", ""legato_score"", ""completion_ratio""], ""pass_rule"": ""score >= threshold AND vowel_consistency_score >= 0.75""}",80,"[""keep the tongue relaxed"", ""avoid exaggerated mouth movement""]"
D094,S3_L04,S3,R4,Melody Echo 4,melody_echo,note_sequence_memory,melody_recall,hard,4,"[""D093""]","Listen to the short pattern once or twice, then echo it back in order. Aim for a musical, not mechanical, result.","[""follow the contour"", ""wait for the start cue""]","[""wrong note order"", ""flat contour"", ""starting before the reference ends""]","[""sing the contour first"", ""break the pattern into chunks"", ""wait for the cue then begin""]",score >= threshold AND contour_correct_ratio >= 0.7,score < 80 OR low_confidence_cap_triggered,5,4m 0s,40s,"{""weights"": {""accuracy"": 0.2, ""contour"": 0.3, ""control"": 0.15, ""completion"": 0.2, ""confidence"": 0.15}, ""metrics"": [""contour_correct_ratio"", ""interval_error_semitones_mean"", ""note_accuracy_mean"", ""rhythm_onset_error_ms"", ""completion_ratio""], ""pass_rule"": ""score >= threshold AND contour_correct_ratio >= 0.7""}",80,"[""stay in speech-like volume on first tries""]"
